Index,Preferred_scientific_name,International_common_name,Plant_pest,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL
652,Digitaria velutina, velvet fingergrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18919
653,Dioscorea alata, white yam, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Dioscoreales, Dioscoreaceae, https://www.cabi.org/isc/datasheet/19293
654,Dioscorea bulbifera, air potato, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Dioscoreales, Dioscoreaceae, https://www.cabi.org/isc/datasheet/19295
655,Dracaena fragrans, corn plant, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/19898
656,Dypsis lutescens, yellow butterfly palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/109772
657,Echinochloa colona, junglerice, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/20368
658,Echinochloa crus-galli, barnyard grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/20367
659,Echinochloa crus-pavonis, gulf cockspur grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/121129
660,Egeria densa, leafy elodea, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/20491
661,Ehrharta calycina, perennial veldtgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114037
662,Ehrharta erecta, panic veldtgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114038
663,Eichhornia azurea, anchored water hyacinth, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Pontederiales, Pontederiaceae, https://www.cabi.org/isc/datasheet/108967
664,Eichhornia crassipes, water hyacinth, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Pontederiales, Pontederiaceae, https://www.cabi.org/isc/datasheet/20544
665,Elaeis guineensis, African oil palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/20295
666,Eleocharis dulcis, Chinese water chestnut, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/20694
667,Eleusine indica, goose grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/20675
668,Elodea canadensis, Canadian pondweed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/20759
669,Elodea nuttallii, Nuttall's waterweed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/20761
670,Elymus repens, quackgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/3726
671,Epipremnum pinnatum, centipede tongavine, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/50410
672,Eragrostis amabilis, Japanese lovegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/21632
673,Eragrostis atrovirens, thalia lovegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114143
674,Eragrostis japonica, pond lovegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/21634
675,Eragrostis lehmanniana, Lehmann lovegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114157
676,Eragrostis pilosa, India lovegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/21631
677,Eragrostis plana, South African lovegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114171
678,Eragrostis unioloides, Chinese lovegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120121
679,Eremochloa ophiuroides, centipedegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/21819
680,Etlingera elatior, torch ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/109802
681,Festuca arundinacea, tall fescue, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/23983
682,Festuca pratensis, meadow fescue, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/23988
683,Fimbristylis cymosa, tropical fimbry, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/120575
684,Fimbristylis dichotoma, tall fringe rush, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/20680
685,Fimbristylis littoralis, lesser fimbristylis, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/24023
686,Furcraea foetida, Mauritius hemp, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Asparagaceae, https://www.cabi.org/isc/datasheet/114444
687,Glyceria declinata, small sweet grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114599
688,Glyceria maxima, reed sweet-grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/81510
689,Hedychium coccineum, scarlet ginger lily, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/114692
690,Hedychium coronarium, white butterfly ginger lily, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/26678
691,Hedychium flavescens, wild ginger, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/107733
692,Hedychium gardnerianum, kahili ginger, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/26679
693,Heliconia bihai, macaw flower, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Heliconiaceae, https://www.cabi.org/isc/datasheet/109790
694,Holcus lanatus, common velvet grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/114824
695,Hydrilla verticillata, hydrilla, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/28170
696,Hydrocharis morsus-ranae, , No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/28140
697,Hymenachne amplexicaulis, hymenachne, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109219
698,Hyparrhenia rufa, Jaragua grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/27716
699,Imperata cylindrica, cogon grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/28580
700,Ischaemum rugosum, saramollagrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/28909
701,Juncus effusus, common rush, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Juncaceae, https://www.cabi.org/isc/datasheet/29068
702,Juncus ensifolius, swordleaf rush, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Juncaceae, https://www.cabi.org/isc/datasheet/115030
703,Juncus planifolius, broadleaf rush, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Juncaceae, https://www.cabi.org/isc/datasheet/115039
704,Juncus tenuis, slender rush, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Juncaceae, https://www.cabi.org/isc/datasheet/115047
705,Kyllinga nemoralis, white kyllinga, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/115089
706,Leersia hexandra, southern cut grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/30391
707,Lemna aequinoctialis, lesser duckweed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/121132
708,Lemna minuta, , No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/108968
709,Lemna perpusilla, duckweed, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/30243
710,Leptochloa fusca, sprangletop, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119826
711,Leptochloa mucronata, mucronate sprangletop , Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/115226
712,Leptochloa nealleyi, Nealley's sprangletop, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119827
713,Limnobium laevigatum, South American spongeplant, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Hydrocharitaceae, https://www.cabi.org/isc/datasheet/115273
714,Limnocharis flava, yellow bur-head, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Hydrocharitales, Limnocharitaceae, https://www.cabi.org/isc/datasheet/30804
715,Livistona chinensis, Chinese fan palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/31059
716,Lolium multiflorum, Italian ryegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/31165
717,Lolium perenne, perennial ryegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/31166
718,Lolium rigidum, rigid ryegrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/31167
719,Lolium temulentum, darnel, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/31169
720,Lysichiton americanus, American skunk cabbage, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/31580
721,Maranta arundinacea, arrowroot, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Marantaceae, https://www.cabi.org/isc/datasheet/32455
722,Megathyrsus maximus, Guinea grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38666
723,Melinis minutiflora, molasses grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/32983
724,Melinis repens, natal redtop, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/116730
725,Microstegium vimineum, Nepalese browntop, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/115603
726,Miscanthus sinensis, eulalia, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/34269
727,Monochoria vaginalis, pickerel weed, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Pontederiales, Pontederiaceae, https://www.cabi.org/isc/datasheet/34807
728,Moorochloa eruciformis, sweet signal grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112767
729,Moraea, Cape tulip, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Iridaceae, https://www.cabi.org/isc/datasheet/110405
730,Moraea collina, Cape tulip, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Iridaceae, https://www.cabi.org/isc/datasheet/110455
731,Murdannia nudiflora, doveweed, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/35180
732,Nassella trichotoma, serrated tussock grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/35726
733,Neyraudia reynaudiana, burma reed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/115785
734,Oeceoclades maculata, monk orchid, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Orchidales, Orchidaceae, https://www.cabi.org/isc/datasheet/115853
735,Oplismenus hirtellus subsp. undulatifolius, wavyleaf basketgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/115961
736,Oryza rufipogon, wild rice, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/37960
737,Panicum repens, torpedo grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38670
738,Paspalidium geminatum, Egyptian paspalidium, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120208
739,Paspalum conjugatum, buffalo grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38951
740,Paspalum dilatatum, dallisgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38953
741,Paspalum distichum, knotgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38952
742,Paspalum millegrana, yerba brava, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109610
743,Paspalum notatum, Bahia grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38954
744,Paspalum paniculatum, Russell River grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/116165
745,Paspalum scrobiculatum, ricegrass paspalum, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/38955
746,Paspalum urvillei, Vasey grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109621
747,Paspalum vaginatum, seashore paspalum, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/110291
748,Paspalum virgatum, sword grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109622
749,Pennisetum clandestinum, Kikuyu grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/39765
750,Pennisetum macrourum, African feather grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/39768
751,Pennisetum pedicellatum, deenanath grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/39769
752,Pennisetum polystachion, mission grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/39770
753,Pennisetum purpureum, elephant grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/39771
754,Pennisetum setaceum, fountain grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/116202
755,Phaius tankervilleae, nun’s-hood orchid, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Orchidales, Orchidaceae, https://www.cabi.org/isc/datasheet/119077
756,Phalaris aquatica, bulbous canarygrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/70355
757,Phalaris arundinacea, reed canary grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/55423
758,Phalaris minor, littleseed canarygrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/55424
759,Phalaris paradoxa, awned canary-grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/55425
760,Phleum pratense, timothy grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/40248
761,Phoenix canariensis, Canary Island date palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/40697
762,Phormium tenax, New Zealand flax, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/40302
763,Phragmites australis, common reed, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/40514
764,Phyllostachys aurea, golden bamboo, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/42072
765,Phyllostachys aureosulcata, yellow groove bamboo, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/42069
766,Phyllostachys flexuosa, drooping timber bamboo, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/116311
767,Phyllostachys reticulata, giant timber bamboo, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/42073
768,Pistia stratiotes, water lettuce, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/41496
769,Poa annua, annual meadowgrass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/42485
770,Poa compressa, Canada bluegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/42487
771,Poa nemoralis, wood bluegrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120579
772,Poa pratensis, smooth meadow-grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/42489
773,Polypogon monspeliensis, annual beard grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/68317
774,Potamogeton crispus, curlyleaf pondweed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zosterales, Potamogetonaceae, https://www.cabi.org/isc/datasheet/43664
775,Ptychosperma elegans, solitaire palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/109782
776,Ptychosperma macarthurii, Macarthur palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/45714
777,Rottboellia cochinchinensis, itch grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/47782
778,Roystonea oleracea, Caribbean royal palm, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/47910
779,Saccharum ravennae, ravenna grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109359
780,Saccharum spontaneum, wild sugarcane, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/48162
781,Sacciolepis indica, glen woodgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/116837
782,Sagittaria latifolia, broadleaf arrowhead, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Alismatales, Alismataceae, https://www.cabi.org/isc/datasheet/109160
783,Sansevieria hyacinthoides, African bowstring hemp, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/48195
784,Sansevieria trifasciata, mother-in-law’s tongue, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Agavaceae, https://www.cabi.org/isc/datasheet/48196
785,Schismus arabicus, Arabian schismus, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/116949
786,Setaria faberi, giant foxtail, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/49767
787,Setaria palmifolia, palm grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119079
788,Setaria parviflora, knotroot foxtail, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/49768
789,Setaria verticillata, bristly foxtail, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/49775
790,Setaria viridis, green foxtail, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/49776
791,Sorghum halepense, Johnson grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/50624
792,Spartina alterniflora, smooth cordgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/107740
793,Spartina anglica, common cordgrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/107739
794,Spartina densiflora, , No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/51136
795,Spathoglottis plicata, Philippine ground orchid, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Orchidales, Orchidaceae, https://www.cabi.org/isc/datasheet/117275
796,Sporobolus africanus, rat’s tail grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/117302
797,Sporobolus pyramidalis, giant rat’s tail grass, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/23258738
798,Sporobolus pyramidatus, whorled dropseed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/117309
799,Sporobolus tenuissimus, tropical dropseed, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119840
800,Stenotaphrum secundatum, buffalo grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/51763
801,Syngonium podophyllum, arrowhead vine, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arales, Araceae, https://www.cabi.org/isc/datasheet/52285
802,Taeniatherum caput-medusae, medusahead wildrye, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/117419
803,Themeda arguens, Christmas grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120419
804,Themeda quadrivalvis, grader grass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/53532
805,Trachypogon spicatus, spiked crinkleawn, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119845
806,Tradescantia fluminensis, wandering Jew, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/54389
807,Tradescantia pallida, purple queen, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/117574
808,Tradescantia spathacea, boat lily, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/119453
809,Tradescantia zebrina, wandering jew, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Commelinales, Commelinaceae, https://www.cabi.org/isc/datasheet/110354
810,Trimezia steyermarkii, yellow walking iris, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Iridaceae, https://www.cabi.org/isc/datasheet/119847
811,Tripsacum dactyloides, eastern gamagrass, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/54621
812,Typha angustifolia, lesser bulrush, Yes, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Typhales, Typhaceae, https://www.cabi.org/isc/datasheet/54294
813,Typha domingensis, southern cattail, No, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Typhales, Typhaceae, https://www.cabi.org/isc/datasheet/54296
